,geoLocation,relativeDistance,AscensionNum,countryCode,continentCode
84,Ísland,8622.11091031505,175,is,EU
85,Ísland,8622.11091031505,149,is,EU
86,Ísland,8622.11091031505,201,is,EU
87,Ísland,8622.11091031505,51,is,EU
88,Ísland,8622.11091031505,95,is,EU
89,España,10018.161376434806,MD-HLP-H9-38,es,EU
90,Portugal,10158.685418283656,PT0005,pt,EU
91,Portugal,10158.685418283656,PT0029,pt,EU
92,United States,11406.681274993123,CT-UW254,us,NA
93,United States,11406.681274993123,WA-UW279,us,NA
94,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-23AFA,gb,EU
95,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-23DE2,gb,EU
96,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-24024,gb,EU
97,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-242D3,gb,EU
98,United States,11406.681274993123,NY-NYUMC20,us,NA
99,France,9084.674887057203,IDF-2420,fr,EU
100,Italia,8612.950944345428,ABR-IZSGC-TE4925,it,EU
101,Schweiz/Suisse/Svizzera/Svizra,8673.163560992874,BL-UHB-42176753,ch,EU
102,"England, United Kingdom",8867.493844177403,SHEF-BFF30,gb,EU
103,Canada,9129.4733398851,ON-PHL-4464,ca,NA
104,Canada,9129.4733398851,ON-PHL-3692,ca,NA
105,Suomi,6923.099694779077,13M19,fi,EU
106,Suomi,6923.099694779077,14M77,fi,EU
107,Schweiz/Suisse/Svizzera/Svizra,8673.163560992874,BL-UHB-42177434,ch,EU
108,Éire / Ireland,9188.270223533136,D-NVRL-24042,ie,EU
109,België / Belgique / Belgien,8658.929809902107,ULG-9572,be,EU
110,"England, United Kingdom",8867.493844177403,20119026102,gb,EU
111,"England, United Kingdom",8867.493844177403,20124009602,gb,EU
112,"England, United Kingdom",8867.493844177403,20124037902,gb,EU
113,"England, United Kingdom",8867.493844177403,20126006402,gb,EU
114,United States,11406.681274993123,WA-NH2,us,NA
115,België / Belgique / Belgien,8658.929809902107,VDLH-030548,be,EU
116,Canada,9129.4733398851,BC_3972884,ca,NA
117,Canada,9129.4733398851,BC_8150537,ca,NA
118,United States,11406.681274993123,WA-UW305,us,NA
119,United States,11406.681274993123,WA-UW305,us,NA
120,United States,11406.681274993123,CT-UW331,us,NA
121,United States,11406.681274993123,WA-UW356,us,NA
122,United States,11406.681274993123,WA-UW383,us,NA
123,United States,11406.681274993123,NY-NYUMC28,us,NA
124,Singapore,3433.7261988786736,18,sg,AS
125,ישראל,7380.77312985398,ISR_JP0320,il,AS
126,España,10018.161376434806,PV-ISCIII-201493,es,EU
127,België / Belgique / Belgien,8658.929809902107,UGent-12,be,EU
128,United States,11406.681274993123,MN64-MDH64,us,NA
129,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-244BF,gb,EU
130,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-246D7,gb,EU
131,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-249ED,gb,EU
132,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-24B8D,gb,EU
133,United States,11406.681274993123,CT-Yale-013,us,NA
134,United States,11406.681274993123,CA-CDC-2602,us,NA
135,Lëtzebuerg,8622.851048280945,LNS2907333,lu,EU
136,Lëtzebuerg,8622.851048280945,LNS9652104,lu,EU
137,Österreich,8326.230930862777,CeMM0021,at,EU
138,United States,11406.681274993123,NY-NYUMC40,us,NA
139,Australia,6531.178473609907,VIC119,au,OC
140,Australia,6531.178473609907,VIC32,au,OC
141,Australia,6531.178473609907,VIC55,au,OC
142,Australia,6531.178473609907,VIC90,au,OC
143,Australia,6531.178473609907,VIC51,au,OC
144,Australia,6531.178473609907,VIC154,au,OC
145,Australia,6531.178473609907,VIC179,au,OC
146,Australia,6531.178473609907,VIC206,au,OC
147,Australia,6531.178473609907,VIC231,au,OC
148,Australia,6531.178473609907,VIC258,au,OC
149,Australia,6531.178473609907,VIC285,au,OC
150,Australia,6531.178473609907,VIC310,au,OC
151,United States,11406.681274993123,VA-DCLS-0045,us,NA
152,France,9084.674887057203,IDF-2989,fr,EU
153,Sénégal,12591.099254259068,618,sn,AF
154,Singapore,3433.7261988786736,25,sg,AS
155,España,10018.161376434806,VC-FISABIO-43,es,EU
156,Norge,7852.46927016017,2090,no,EU
157,"England, United Kingdom",8867.493844177403,SHEF-C04A6,gb,EU
158,"England, United Kingdom",8867.493844177403,SHEF-C045B,gb,EU
159,"England, United Kingdom",8867.493844177403,SHEF-C0127,gb,EU
160,"England, United Kingdom",8867.493844177403,SHEF-C01BE,gb,EU
161,"England, United Kingdom",8867.493844177403,SHEF-C0646,gb,EU
162,United States,11406.681274993123,AK-PHL002,us,NA
163,België / Belgique / Belgien,8658.929809902107,VGA-030672,be,EU
164,België / Belgique / Belgien,8658.929809902107,LD-030597,be,EU
165,België / Belgique / Belgien,8658.929809902107,MSE-0324121,be,EU
166,België / Belgique / Belgien,8658.929809902107,DVG-0325146,be,EU
167,België / Belgique / Belgien,8658.929809902107,VM-0325171,be,EU
168,België / Belgique / Belgien,8658.929809902107,VF-030562,be,EU
169,"England, United Kingdom",8867.493844177403,20128046202,gb,EU
170,"England, United Kingdom",8867.493844177403,20132052902,gb,EU
171,"England, United Kingdom",8867.493844177403,20139051302,gb,EU
172,India,3646.652871997778,UN-2020781,in,AS
173,United States,11406.681274993123,NY-NYUMC69,us,NA
174,France,9084.674887057203,ARA-12915,fr,EU
175,"England, United Kingdom",8867.493844177403,20136095604,gb,EU
176,"England, United Kingdom",8867.493844177403,20139037504,gb,EU
177,"England, United Kingdom",8867.493844177403,20139047604,gb,EU
178,"England, United Kingdom",8867.493844177403,20139057504,gb,EU
179,"England, United Kingdom",8867.493844177403,20139063504,gb,EU
180,"England, United Kingdom",8867.493844177403,20142061304,gb,EU
181,"Robert Bosch Headquarter Southkorea, 신수로, 기흥구, 용인시, 16907, 대한민국",1395.6669042982999,BA-ACH_2719,kr,AS
182,République démocratique du Congo,10221.898849467807,254,cd,AF
183,Deutschland,8290.067440661527,BY-MVP-V2010837,de,EU
184,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-24EFD,gb,EU
185,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-24CE4,gb,EU
186,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-2517B,gb,EU
187,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-25506,gb,EU
188,België / Belgique / Belgien,8658.929809902107,ULG-10006,be,EU
189,België / Belgique / Belgien,8658.929809902107,ULG-10043,be,EU
190,"南昌市, 江西省, 中国",259.89210178847605,JX177,cn,AS
191,United States,11406.681274993123,WI-UW-25,us,NA
192,United States,11406.681274993123,WI-UW-50,us,NA
193,United States,11406.681274993123,WI-UW-75,us,NA
194,United States,11406.681274993123,NY-PV08138,us,NA
195,United States,11406.681274993123,NY-PV08427,us,NA
196,United States,11406.681274993123,NY-PV08464,us,NA
197,United States,11406.681274993123,NY-PV09000,us,NA
198,Portugal,10158.685418283656,PT0067,pt,EU
199,Portugal,10158.685418283656,PT0092,pt,EU
200,Portugal,10158.685418283656,PT0092,pt,EU
201,España,10018.161376434806,VC-FISABIO-53,es,EU
202,United States,11406.681274993123,NY-NYUMC79,us,NA
203,United States,11406.681274993123,NY-NYUMC79,us,NA
204,United States,11406.681274993123,NY-PV09041,us,NA
205,United States,11406.681274993123,NY-PV09092,us,NA
206,India,3646.652871997778,UN-1644,in,AS
207,United States,11406.681274993123,NY-NYUMC105,us,NA
208,Lëtzebuerg,8622.851048280945,LNS6500589,lu,EU
209,"England, United Kingdom",8867.493844177403,201360185,gb,EU
210,"England, United Kingdom",8867.493844177403,201380028,gb,EU
211,"England, United Kingdom",8867.493844177403,201380215,gb,EU
212,"England, United Kingdom",8867.493844177403,20138088104,gb,EU
213,"England, United Kingdom",8867.493844177403,20139010404,gb,EU
214,"England, United Kingdom",8867.493844177403,20139025404,gb,EU
215,"England, United Kingdom",8867.493844177403,20139033404,gb,EU
216,"England, United Kingdom",8867.493844177403,20144037304,gb,EU
217,"England, United Kingdom",8867.493844177403,20146006904,gb,EU
218,"England, United Kingdom",8867.493844177403,20146069704,gb,EU
219,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-263DE,gb,EU
220,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-26DEF,gb,EU
221,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-26E46,gb,EU
222,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-260B9,gb,EU
223,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-267B4,gb,EU
224,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-26C1F,gb,EU
225,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-269CD,gb,EU
226,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-268FD,gb,EU
227,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-25F80,gb,EU
228,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-266C6,gb,EU
229,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-25C98,gb,EU
230,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-25A34,gb,EU
231,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-26040,gb,EU
232,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-25DE0,gb,EU
233,"Cymru / Wales, United Kingdom",9014.840745538198,PHWC-26AF7,gb,EU
234,臺灣,988.4990144010466,NTU14,tw,AS
235,United States,11406.681274993123,WI-GMF-00744,us,NA
236,United States,11406.681274993123,NY-PV09138,us,NA
237,United States,11406.681274993123,NY-PV09172,us,NA
238,United States,11406.681274993123,NY-PV09305,us,NA
239,Nederland,8482.642646220407,NA_273,nl,EU
240,Nederland,8482.642646220407,NA_300,nl,EU
241,Nederland,8482.642646220407,ZuidHolland_98,nl,EU
242,Nederland,8482.642646220407,NA_111,nl,EU
243,Nederland,8482.642646220407,NA_144,nl,EU
244,Nederland,8482.642646220407,NA_174,nl,EU
245,Nederland,8482.642646220407,NA_199,nl,EU
246,Nederland,8482.642646220407,NA_224,nl,EU
247,Nederland,8482.642646220407,NA_250,nl,EU
248,Nederland,8482.642646220407,NA_48,nl,EU
249,Nederland,8482.642646220407,NA_74,nl,EU
250,Nederland,8482.642646220407,NoordBrabant_100,nl,EU
251,Nederland,8482.642646220407,NoordBrabant_90,nl,EU
252,Nederland,8482.642646220407,ZuidHolland_37,nl,EU
253,Nederland,8482.642646220407,ZuidHolland_66,nl,EU
254,Nederland,8482.642646220407,ZuidHolland_92,nl,EU
255,United States,11406.681274993123,WA-UW-1300,us,NA
256,United States,11406.681274993123,WA-UW-1427,us,NA
257,United States,11406.681274993123,WA-UW-1427,us,NA
258,Nederland,8482.642646220407,Drente_1,nl,EU
259,"England, United Kingdom",8867.493844177403,20134004704,gb,EU
260,"England, United Kingdom",8867.493844177403,20134016404,gb,EU
261,"England, United Kingdom",8867.493844177403,20134021104,gb,EU
262,"England, United Kingdom",8867.493844177403,20134027904,gb,EU
263,"England, United Kingdom",8867.493844177403,20134071804,gb,EU
264,"England, United Kingdom",8867.493844177403,201340854,gb,EU
265,"England, United Kingdom",8867.493844177403,201360117,gb,EU
266,"England, United Kingdom",8867.493844177403,201360201,gb,EU
267,"England, United Kingdom",8867.493844177403,201360281,gb,EU
268,"England, United Kingdom",8867.493844177403,20138017804,gb,EU
269,"England, United Kingdom",8867.493844177403,20138026404,gb,EU
270,"England, United Kingdom",8867.493844177403,20139002404,gb,EU
271,"England, United Kingdom",8867.493844177403,20139070704,gb,EU
272,"England, United Kingdom",8867.493844177403,20140009802,gb,EU
273,"England, United Kingdom",8867.493844177403,20140071504,gb,EU
274,"England, United Kingdom",8867.493844177403,20142018004,gb,EU
275,"England, United Kingdom",8867.493844177403,20142082704,gb,EU
276,"England, United Kingdom",8867.493844177403,20142082704,gb,EU
277,"England, United Kingdom",8867.493844177403,20144004804,gb,EU
278,"England, United Kingdom",8867.493844177403,20144021304,gb,EU
279,"England, United Kingdom",8867.493844177403,20144037404,gb,EU
280,"England, United Kingdom",8867.493844177403,20144074504,gb,EU
281,"England, United Kingdom",8867.493844177403,20148006604,gb,EU
282,"England, United Kingdom",8867.493844177403,20130035804,gb,EU
283,"England, United Kingdom",8867.493844177403,20130061304,gb,EU
284,"England, United Kingdom",8867.493844177403,20130071904,gb,EU
285,"England, United Kingdom",8867.493844177403,20131102804,gb,EU
286,"England, United Kingdom",8867.493844177403,20132003304,gb,EU
287,"England, United Kingdom",8867.493844177403,20132020204,gb,EU
288,"England, United Kingdom",8867.493844177403,20132027204,gb,EU
289,"England, United Kingdom",8867.493844177403,20132066204,gb,EU
290,"England, United Kingdom",8867.493844177403,20132082004,gb,EU
291,"England, United Kingdom",8867.493844177403,20132104404,gb,EU
292,"England, United Kingdom",8867.493844177403,20126001204,gb,EU
293,"England, United Kingdom",8867.493844177403,20126010004,gb,EU
294,"England, United Kingdom",8867.493844177403,20126103604,gb,EU
295,"England, United Kingdom",8867.493844177403,20128014404,gb,EU
296,"England, United Kingdom",8867.493844177403,20128041604,gb,EU
297,"England, United Kingdom",8867.493844177403,20129011104,gb,EU
298,"England, United Kingdom",8867.493844177403,20129021604,gb,EU
299,"England, United Kingdom",8867.493844177403,20129037304,gb,EU
300,"England, United Kingdom",8867.493844177403,20129064904,gb,EU
301,"England, United Kingdom",8867.493844177403,20129100204,gb,EU
302,"England, United Kingdom",8867.493844177403,20129146302,gb,EU
303,"England, United Kingdom",8867.493844177403,20129171404,gb,EU
304,"England, United Kingdom",8867.493844177403,20129177604,gb,EU
305,United States,11406.681274993123,WA-UW-1645,us,NA
306,United States,11406.681274993123,WA-UW-1670,us,NA
307,United States,11406.681274993123,WA-UW-1670,us,NA
308,United States,11406.681274993123,WA-UW-1741,us,NA
309,United States,11406.681274993123,WA-UW-1799,us,NA
310,United States,11406.681274993123,WA-UW-1846,us,NA
311,United States,11406.681274993123,WA-UW-1956,us,NA
312,United States,11406.681274993123,WA-UW-1986,us,NA
313,India,3646.652871997778,UN-3239,in,AS
314,Ísland,8622.11091031505,366,is,EU
315,Ísland,8622.11091031505,391,is,EU
316,Ísland,8622.11091031505,416,is,EU
317,Ísland,8622.11091031505,441,is,EU
318,Ísland,8622.11091031505,467,is,EU
319,Ísland,8622.11091031505,493,is,EU
320,Ísland,8622.11091031505,519,is,EU
321,Ísland,8622.11091031505,545,is,EU
322,Ísland,8622.11091031505,570,is,EU
323,Ísland,8622.11091031505,595,is,EU
324,België / Belgique / Belgien,8658.929809902107,ULG-10081,be,EU
325,België / Belgique / Belgien,8658.929809902107,ULG-10063,be,EU
326,United States,11406.681274993123,FL_7169,us,NA
327,United States,11406.681274993123,OH_0023,us,NA
328,United States,11406.681274993123,SC_3572,us,NA
329,United States,11406.681274993123,NY-NYUMC131,us,NA
330,United States,11406.681274993123,NY-NYUMC156,us,NA
331,France,9084.674887057203,OCC-KRA-ROB,fr,EU
332,Deutschland,8290.067440661527,NW-HHU-40,de,EU
333,United States,11406.681274993123,WI-UW-93,us,NA
334,United States,11406.681274993123,WI-UW-118,us,NA
335,España,10018.161376434806,VC-FISABIO-76,es,EU
336,,0.0,2556,cn,AS
337,,0.0,2556,cn,AS
338,"England, United Kingdom",8867.493844177403,CAMB-738F1,gb,EU
339,"England, United Kingdom",8867.493844177403,CAMB-73AFB,gb,EU
340,"England, United Kingdom",8867.493844177403,CAMB-74544,gb,EU
341,"England, United Kingdom",8867.493844177403,CAMB-7473F,gb,EU
342,"England, United Kingdom",8867.493844177403,CAMB-74BCA,gb,EU
343,"England, United Kingdom",8867.493844177403,CAMB-74E67,gb,EU
344,"England, United Kingdom",8867.493844177403,CAMB-75552,gb,EU
345,"England, United Kingdom",8867.493844177403,CAMB-76DFF,gb,EU
346,"England, United Kingdom",8867.493844177403,CAMB-7705F,gb,EU
347,"England, United Kingdom",8867.493844177403,NOTT-10DFD8,gb,EU
348,"England, United Kingdom",8867.493844177403,NOTT-10E195,gb,EU
349,"England, United Kingdom",8867.493844177403,NOTT-10E335,gb,EU
350,"England, United Kingdom",8867.493844177403,NOTT-10E4D8,gb,EU
351,"England, United Kingdom",8867.493844177403,NOTT-10E6C3,gb,EU
352,"England, United Kingdom",8867.493844177403,NOTT-10E8AF,gb,EU
353,"England, United Kingdom",8867.493844177403,NOTT-10EA6D,gb,EU
354,"Scotland, United Kingdom",8715.221803674902,CVR110,gb,EU
355,"Scotland, United Kingdom",8715.221803674902,CVR138,gb,EU
356,"Scotland, United Kingdom",8715.221803674902,CVR167,gb,EU
357,"Scotland, United Kingdom",8715.221803674902,CVR200,gb,EU
358,"Scotland, United Kingdom",8715.221803674902,CVR27,gb,EU
359,"Scotland, United Kingdom",8715.221803674902,CVR526,gb,EU
360,"Scotland, United Kingdom",8715.221803674902,CVR76,gb,EU
361,"Scotland, United Kingdom",8715.221803674902,EDB025,gb,EU
362,"Scotland, United Kingdom",8715.221803674902,EDB052,gb,EU
363,"Scotland, United Kingdom",8715.221803674902,EDB090,gb,EU
364,"Scotland, United Kingdom",8715.221803674902,EDB124,gb,EU
365,"Scotland, United Kingdom",8715.221803674902,EDB186,gb,EU
366,"Scotland, United Kingdom",8715.221803674902,EDB254,gb,EU
367,"Scotland, United Kingdom",8715.221803674902,EDB362,gb,EU
368,"Scotland, United Kingdom",8715.221803674902,EDB421,gb,EU
369,United States,11406.681274993123,NY-Wadsworth-10704-01,us,NA
370,United States,11406.681274993123,CT-UW-4372,us,NA
371,United States,11406.681274993123,WA-UW-2078,us,NA
372,United States,11406.681274993123,WA-UW-2180,us,NA
373,United States,11406.681274993123,WA-UW-2250,us,NA
374,United States,11406.681274993123,WA-UW-2250,us,NA
375,Latvija,7176.9991856938905,07,lv,EU
376,United States,11406.681274993123,NY-Wadsworth-30878-01,us,NA
377,México,13068.579515924872,CMX-INCMNSZ-04,mx,NA
378,United States,11406.681274993123,WA_0418,us,NA
379,United States,11406.681274993123,VA-DCLS-0053,us,NA
380,United States,11406.681274993123,AZ-TG268002,us,NA
381,United States,11406.681274993123,AZ-TG269439,us,NA
382,United States,11406.681274993123,AZ-TG271892,us,NA
383,United States,11406.681274993123,NY-NYUMC162,us,NA
384,Australia,6531.178473609907,VIC333,au,OC
385,Australia,6531.178473609907,VIC359,au,OC
386,Australia,6531.178473609907,VIC385,au,OC
387,Australia,6531.178473609907,VIC417,au,OC
388,Australia,6531.178473609907,VIC446,au,OC
389,Australia,6531.178473609907,VIC494,au,OC
390,Australia,6531.178473609907,VIC525,au,OC
391,Australia,6531.178473609907,VIC556,au,OC
392,Australia,6531.178473609907,VIC585,au,OC
393,Australia,6531.178473609907,VIC613,au,OC
394,,0.0,IAB_18,cn,AS
395,Australia,6531.178473609907,VIC487,au,OC
396,Australia,6531.178473609907,VIC647,au,OC
397,Australia,6531.178473609907,VIC672,au,OC
398,Australia,6531.178473609907,VIC706,au,OC
399,Australia,6531.178473609907,VIC739,au,OC
400,Ελλάς,8111.17004106223,13,gr,EU
401,Australia,6531.178473609907,VIC793,au,OC
402,Australia,6531.178473609907,VIC821,au,OC
403,Australia,6531.178473609907,VIC860,au,OC
404,Australia,6531.178473609907,VIC891,au,OC
405,United States,11406.681274993123,ID-UW-4100,us,NA
406,United States,11406.681274993123,WA-UW-3850,us,NA
407,United States,11406.681274993123,WA-UW-3950,us,NA
408,United States,11406.681274993123,WA-UW-4118,us,NA
409,United States,11406.681274993123,WA-UW-4340,us,NA
410,Brasil,17417.817813507423,BA-510,br,SA
411,Россия,3960.8437892639636,StPetersburg-RII4591S,ru,EU
412,België / Belgique / Belgien,8658.929809902107,ULG-10035,be,EU
413,België / Belgique / Belgien,8658.929809902107,ULG-10120,be,EU
414,臺灣,988.4990144010466,TSGH-06,tw,AS
415,United States,11406.681274993123,IL-UW-123,us,NA
416,United States,11406.681274993123,WI-UW-148,us,NA
417,United States,11406.681274993123,NY-NYUMC191,us,NA
418,United States,11406.681274993123,NY-NYUMC216,us,NA
419,United States,11406.681274993123,NY-WCMP4G04P,us,NA
420,United States,11406.681274993123,NY-WCMP10C04P,us,NA
421,United States,11406.681274993123,NY-WCMP11C03P,us,NA
422,United States,11406.681274993123,NY-WCMP12G01P,us,NA
423,United States,11406.681274993123,NY-NYUMC234,us,NA
424,Australia,6531.178473609907,NSW177,au,OC
425,Australia,6531.178473609907,NSW136,au,OC
426,Australia,6531.178473609907,NSW101,au,OC
427,Australia,6531.178473609907,NSW134,au,OC
428,Australia,6531.178473609907,NSW134,au,OC
429,Australia,6531.178473609907,NSW195,au,OC
430,Australia,6531.178473609907,NSW204,au,OC
431,United States,11406.681274993123,NE-875,us,NA
432,United States,11406.681274993123,WI-UW-166,us,NA
433,United States,11406.681274993123,WI-UW-191,us,NA
434,United States,11406.681274993123,WI-UW-216,us,NA
435,United States,11406.681274993123,WI-UW-241,us,NA
436,France,9084.674887057203,IDF-3709,fr,EU
437,United States,11406.681274993123,CT-Yale-075,us,NA
438,"广东省, 中国",836.5901018814087,20SF118,cn,AS
439,"广东省, 中国",836.5901018814087,20SF758,cn,AS
440,España,10018.161376434806,MD-H12-LP19-4952,es,EU
441,España,10018.161376434806,MD-H12-2902,es,EU
442,United States,11406.681274993123,WI-UW-252,us,NA
443,United States,11406.681274993123,NY-NYUMC252,us,NA
444,United States,11406.681274993123,NY-NYUMC277,us,NA
445,Singapore,3433.7261988786736,53,sg,AS
446,Gambia,12749.171746025517,GC19-029,gm,AF
447,Россия,3960.8437892639636,Moscow-77627,ru,EU
448,Россия,3960.8437892639636,Chechenya-83801,ru,EU
449,United States,11406.681274993123,WI-UW-260,us,NA
450,United States,11406.681274993123,CA-CZB0104,us,NA
451,United States,11406.681274993123,CA-CZB0100,us,NA
452,United States,11406.681274993123,CA-CZB0701,us,NA
453,United States,11406.681274993123,CA-CZB0112,us,NA
454,"广州市, 广东省, 中国",836.4381226251407,GZMU0041,cn,AS
455,Sverige,7623.643651679293,20-08173,se,EU
456,Sverige,7623.643651679293,20-50176,se,EU
457,ประเทศไทย,2221.3670613531704,Bangkok-0041,th,AS
458,Schweiz/Suisse/Svizzera/Svizra,8673.163560992874,GE-HUG-6414,ch,EU
459,Danmark,8045.341571755037,ALAB-HH01,dk,EU
460,Danmark,8045.341571755037,ALAB-HH29,dk,EU
461,Danmark,8045.341571755037,ALAB-HH66,dk,EU
462,Danmark,8045.341571755037,ALAB-SSI106,dk,EU
463,Danmark,8045.341571755037,ALAB-SSI145,dk,EU
464,Danmark,8045.341571755037,ALAB-SSI183,dk,EU
465,Danmark,8045.341571755037,ALAB-SSI234,dk,EU
466,Danmark,8045.341571755037,ALAB-SSI277,dk,EU
467,Danmark,8045.341571755037,ALAB-SSI349,dk,EU
