,geoLocation,relativeDistance,AscensionNum,countryCode,continentCode
3326,"England, United Kingdom",8867.493844177403,LIVE-A929A,gb,EU
3327,"England, United Kingdom",8867.493844177403,LIVE-A9A47,gb,EU
3328,"England, United Kingdom",8867.493844177403,LIVE-A9BF9,gb,EU
3329,"England, United Kingdom",8867.493844177403,LIVE-A9DA8,gb,EU
3330,"England, United Kingdom",8867.493844177403,LIVE-A9FEE,gb,EU
3331,"England, United Kingdom",8867.493844177403,LIVE-AA17E,gb,EU
3332,"England, United Kingdom",8867.493844177403,LIVE-AA31E,gb,EU
3333,"England, United Kingdom",8867.493844177403,LIVE-AA4EE,gb,EU
3334,"England, United Kingdom",8867.493844177403,LIVE-AA6BB,gb,EU
3335,"England, United Kingdom",8867.493844177403,PORT-2D2AE9,gb,EU
3336,"England, United Kingdom",8867.493844177403,PORT-2D36D5,gb,EU
3337,"England, United Kingdom",8867.493844177403,SHEF-C9D66,gb,EU
3338,"Scotland, United Kingdom",8715.221803674902,EDB6917,gb,EU
3339,Deutschland,8290.067440661527,NI-UMCG-PE-S4,de,EU
3340,Suriname,16019.497939775965,SR-25,sr,SA
3341,Suriname,16019.497939775965,SR-69,sr,SA
3342,United States,11406.681274993123,FL-BPHL-0900,us,NA
3343,United States,11406.681274993123,FL-BPHL-0925,us,NA
3344,United States,11406.681274993123,FL-BPHL-0950,us,NA
3345,United States,11406.681274993123,FL-BPHL-0975,us,NA
3346,United States,11406.681274993123,FL-BPHL-1000,us,NA
3347,United States,11406.681274993123,FL-BPHL-1025,us,NA
3348,United States,11406.681274993123,FL-BPHL-1050,us,NA
3349,United States,11406.681274993123,TX-DSHS-0032,us,NA
3350,United States,11406.681274993123,TX-DSHS-0059,us,NA
3351,Singapore,3433.7261988786736,835_2,sg,AS
3352,"octapharma SouthAfrica Limited / DHL Supply Chain, Ekurhuleni Ward 92, City of Ekurhuleni Metropolitan Municipality, Gauteng, South Africa",11108.846184462762,KRISP-K002478,za,AF
3353,Australia,6531.178473609907,VIC6046,au,OC
3354,Australia,6531.178473609907,VIC6087,au,OC
3355,Australia,6531.178473609907,VIC6119,au,OC
3356,Australia,6531.178473609907,VIC6151,au,OC
3357,Australia,6531.178473609907,VIC6182,au,OC
3358,Australia,6531.178473609907,VIC6214,au,OC
3359,Australia,6531.178473609907,VIC6243,au,OC
3360,Australia,6531.178473609907,VIC6272,au,OC
3361,Australia,6531.178473609907,VIC6299,au,OC
3362,Australia,6531.178473609907,VIC6326,au,OC
3363,Australia,6531.178473609907,VIC5503,au,OC
3364,Australia,6531.178473609907,VIC5532,au,OC
3365,Australia,6531.178473609907,VIC5570,au,OC
3366,Australia,6531.178473609907,VIC5598,au,OC
3367,Australia,6531.178473609907,VIC5628,au,OC
3368,Australia,6531.178473609907,VIC5654,au,OC
3369,Australia,6531.178473609907,VIC5683,au,OC
3370,Australia,6531.178473609907,VIC5711,au,OC
3371,Australia,6531.178473609907,VIC5738,au,OC
3372,Australia,6531.178473609907,VIC5766,au,OC
3373,Australia,6531.178473609907,VIC5793,au,OC
3374,Australia,6531.178473609907,VIC5820,au,OC
3375,Australia,6531.178473609907,VIC5845,au,OC
3376,Australia,6531.178473609907,VIC5881,au,OC
3377,Australia,6531.178473609907,VIC5910,au,OC
3378,Australia,6531.178473609907,VIC5935,au,OC
3379,Australia,6531.178473609907,VIC5964,au,OC
3380,Australia,6531.178473609907,VIC5989,au,OC
3381,Australia,6531.178473609907,VIC6014,au,OC
3382,Suriname,16019.497939775965,SR-67,sr,SA
3383,عمان,5774.657052869425,RESP-20-B-16294,om,AS
3384,United States,11406.681274993123,MN-MDH-1472,us,NA
3385,United States,11406.681274993123,MN-MDH-1498,us,NA
3386,Australia,6531.178473609907,VIC4506,au,OC
3387,Australia,6531.178473609907,VIC4531,au,OC
3388,Australia,6531.178473609907,VIC4557,au,OC
3389,Australia,6531.178473609907,VIC4592,au,OC
3390,Australia,6531.178473609907,VIC4622,au,OC
3391,Australia,6531.178473609907,VIC4655,au,OC
3392,Australia,6531.178473609907,VIC4681,au,OC
3393,Australia,6531.178473609907,VIC4706,au,OC
3394,Australia,6531.178473609907,VIC4731,au,OC
3395,Australia,6531.178473609907,VIC4756,au,OC
3396,Australia,6531.178473609907,VIC4783,au,OC
3397,Australia,6531.178473609907,VIC4809,au,OC
3398,Australia,6531.178473609907,VIC4835,au,OC
3399,Australia,6531.178473609907,VIC4860,au,OC
3400,Australia,6531.178473609907,VIC4889,au,OC
3401,Australia,6531.178473609907,VIC4919,au,OC
3402,Australia,6531.178473609907,VIC4946,au,OC
3403,Australia,6531.178473609907,VIC4978,au,OC
3404,Australia,6531.178473609907,VIC3977,au,OC
3405,Australia,6531.178473609907,VIC4009,au,OC
3406,Australia,6531.178473609907,VIC4036,au,OC
3407,Australia,6531.178473609907,VIC4063,au,OC
3408,Australia,6531.178473609907,VIC4089,au,OC
3409,Australia,6531.178473609907,VIC4119,au,OC
3410,Australia,6531.178473609907,VIC4188,au,OC
3411,Australia,6531.178473609907,VIC4218,au,OC
3412,Australia,6531.178473609907,VIC4243,au,OC
3413,Australia,6531.178473609907,VIC4268,au,OC
3414,Australia,6531.178473609907,VIC4324,au,OC
3415,Australia,6531.178473609907,VIC4351,au,OC
3416,Australia,6531.178473609907,VIC4376,au,OC
3417,Australia,6531.178473609907,VIC4401,au,OC
3418,Australia,6531.178473609907,VIC4426,au,OC
3419,Australia,6531.178473609907,VIC4451,au,OC
3420,Australia,6531.178473609907,VIC4476,au,OC
3421,Australia,6531.178473609907,VIC4993,au,OC
3422,Australia,6531.178473609907,VIC5018,au,OC
3423,Australia,6531.178473609907,VIC5043,au,OC
3424,Australia,6531.178473609907,VIC5069,au,OC
3425,Australia,6531.178473609907,VIC5094,au,OC
3426,Australia,6531.178473609907,VIC5119,au,OC
3427,Australia,6531.178473609907,VIC5145,au,OC
3428,Australia,6531.178473609907,VIC5207,au,OC
3429,Australia,6531.178473609907,VIC5232,au,OC
3430,Australia,6531.178473609907,VIC5257,au,OC
3431,Australia,6531.178473609907,VIC5282,au,OC
3432,Australia,6531.178473609907,VIC5309,au,OC
3433,Australia,6531.178473609907,VIC5334,au,OC
3434,Australia,6531.178473609907,VIC5360,au,OC
3435,Australia,6531.178473609907,VIC5385,au,OC
3436,Australia,6531.178473609907,VIC5410,au,OC
3437,Australia,6531.178473609907,VIC5447,au,OC
3438,Australia,6531.178473609907,VIC5475,au,OC
3439,Australia,6531.178473609907,VIC3494,au,OC
3440,Australia,6531.178473609907,VIC3524,au,OC
3441,Australia,6531.178473609907,VIC3551,au,OC
3442,Australia,6531.178473609907,VIC3576,au,OC
3443,Australia,6531.178473609907,VIC3606,au,OC
3444,Australia,6531.178473609907,VIC3635,au,OC
3445,Australia,6531.178473609907,VIC3662,au,OC
3446,Australia,6531.178473609907,VIC3688,au,OC
3447,Australia,6531.178473609907,VIC3717,au,OC
3448,Australia,6531.178473609907,VIC3747,au,OC
3449,Australia,6531.178473609907,VIC3780,au,OC
3450,Australia,6531.178473609907,VIC3808,au,OC
3451,Australia,6531.178473609907,VIC3837,au,OC
3452,Australia,6531.178473609907,VIC3862,au,OC
3453,Australia,6531.178473609907,VIC3887,au,OC
3454,Australia,6531.178473609907,VIC3913,au,OC
3455,Australia,6531.178473609907,VIC3939,au,OC
3456,,0.0,L2005036083,mm,AS
3457,,0.0,L3290259618,mm,AS
3458,,0.0,L920633304,mm,AS
3459,Australia,6531.178473609907,VIC3037,au,OC
3460,Australia,6531.178473609907,VIC3069,au,OC
3461,Australia,6531.178473609907,VIC3094,au,OC
3462,Australia,6531.178473609907,VIC3119,au,OC
3463,Australia,6531.178473609907,VIC3145,au,OC
3464,Australia,6531.178473609907,VIC3190,au,OC
3465,Australia,6531.178473609907,VIC3217,au,OC
3466,Australia,6531.178473609907,VIC3247,au,OC
3467,Australia,6531.178473609907,VIC3273,au,OC
3468,Australia,6531.178473609907,VIC3298,au,OC
3469,Australia,6531.178473609907,VIC3323,au,OC
3470,Australia,6531.178473609907,VIC3348,au,OC
3471,Australia,6531.178473609907,VIC3373,au,OC
3472,Australia,6531.178473609907,VIC3398,au,OC
3473,Australia,6531.178473609907,VIC3433,au,OC
3474,Australia,6531.178473609907,VIC3464,au,OC
3475,Australia,6531.178473609907,VIC3492,au,OC
3476,Australia,6531.178473609907,VIC6387,au,OC
3477,Australia,6531.178473609907,VIC6412,au,OC
3478,Australia,6531.178473609907,VIC6452,au,OC
3479,Australia,6531.178473609907,VIC6477,au,OC
3480,Australia,6531.178473609907,VIC6506,au,OC
3481,Australia,6531.178473609907,VIC6535,au,OC
3482,Australia,6531.178473609907,VIC6564,au,OC
3483,Australia,6531.178473609907,VIC6593,au,OC
3484,Australia,6531.178473609907,VIC6618,au,OC
3485,Australia,6531.178473609907,VIC6648,au,OC
3486,Australia,6531.178473609907,VIC6674,au,OC
3487,Australia,6531.178473609907,VIC2580,au,OC
3488,Australia,6531.178473609907,VIC2634,au,OC
3489,Australia,6531.178473609907,VIC2659,au,OC
3490,Australia,6531.178473609907,VIC2690,au,OC
3491,Australia,6531.178473609907,VIC2718,au,OC
3492,Australia,6531.178473609907,VIC2745,au,OC
3493,Australia,6531.178473609907,VIC2770,au,OC
3494,Australia,6531.178473609907,VIC2797,au,OC
3495,Australia,6531.178473609907,VIC2824,au,OC
3496,Australia,6531.178473609907,VIC2849,au,OC
3497,Australia,6531.178473609907,VIC2874,au,OC
3498,Australia,6531.178473609907,VIC2899,au,OC
3499,Australia,6531.178473609907,VIC2924,au,OC
3500,Australia,6531.178473609907,VIC2950,au,OC
3501,Australia,6531.178473609907,VIC2975,au,OC
3502,Australia,6531.178473609907,VIC3000,au,OC
3503,Australia,6531.178473609907,VIC3026,au,OC
3504,Australia,6531.178473609907,VIC1836,au,OC
3505,Australia,6531.178473609907,VIC2046,au,OC
3506,Australia,6531.178473609907,VIC2187,au,OC
3507,Australia,6531.178473609907,VIC2218,au,OC
3508,Australia,6531.178473609907,VIC2255,au,OC
3509,Australia,6531.178473609907,VIC2287,au,OC
3510,Australia,6531.178473609907,VIC2313,au,OC
3511,Australia,6531.178473609907,VIC2338,au,OC
3512,Australia,6531.178473609907,VIC2364,au,OC
3513,Australia,6531.178473609907,VIC2392,au,OC
3514,Australia,6531.178473609907,VIC2424,au,OC
3515,Australia,6531.178473609907,VIC2453,au,OC
3516,Australia,6531.178473609907,VIC2481,au,OC
3517,Australia,6531.178473609907,VIC2514,au,OC
3518,Australia,6531.178473609907,VIC2547,au,OC
3519,United States,11406.681274993123,UT-02593,us,NA
3520,United States,11406.681274993123,UT-02971,us,NA
3521,United States,11406.681274993123,UT-03037,us,NA
3522,United States,11406.681274993123,UT-04280,us,NA
3523,United States,11406.681274993123,TX-DSHS-0074,us,NA
3524,United States,11406.681274993123,TX-DSHS-0101,us,NA
3525,Deutschland,8290.067440661527,BY-UHR-9O,de,EU
3526,"Robert Bosch Headquarter Southkorea, 신수로, 기흥구, 용인시, 16907, 대한민국",1395.6669042982999,KCDC2680,kr,AS
3527,"Robert Bosch Headquarter Southkorea, 신수로, 기흥구, 용인시, 16907, 대한민국",1395.6669042982999,KCDC2708,kr,AS
3528,"Robert Bosch Headquarter Southkorea, 신수로, 기흥구, 용인시, 16907, 대한민국",1395.6669042982999,KCDC2733,kr,AS
3529,"Robert Bosch Headquarter Southkorea, 신수로, 기흥구, 용인시, 16907, 대한민국",1395.6669042982999,KCDC2758,kr,AS
3530,Australia,6531.178473609907,TAS103,au,OC
3531,Australia,6531.178473609907,TAS129,au,OC
3532,Australia,6531.178473609907,TAS164,au,OC
3533,Australia,6531.178473609907,TAS202,au,OC
3534,Australia,6531.178473609907,TAS242,au,OC
3535,Australia,6531.178473609907,TAS267,au,OC
3536,Australia,6531.178473609907,TAS45,au,OC
3537,Australia,6531.178473609907,TAS74,au,OC
3538,United States,11406.681274993123,VA-DCLS-0901,us,NA
3539,United States,11406.681274993123,VA-DCLS-0938,us,NA
3540,United States,11406.681274993123,MD-MDH-0091,us,NA
3541,United States,11406.681274993123,MD-MDH-0119,us,NA
3542,México,13068.579515924872,CMX-INMEGEN-06,mx,NA
3543,United States,11406.681274993123,WI-UW-1145,us,NA
3544,United States,11406.681274993123,WI-UW-1171,us,NA
3545,United States,11406.681274993123,TX-DSHS-0125,us,NA
3546,United States,11406.681274993123,TX-DSHS-0151,us,NA
3547,"Mink, Natchitoches Parish, Louisiana, United States",12541.778123404745,Netherlands,us,NA
3548,"Mink, Natchitoches Parish, Louisiana, United States",12541.778123404745,Netherlands,us,NA
3549,"Mink, Natchitoches Parish, Louisiana, United States",12541.778123404745,Netherlands,us,NA
3550,"Mink, Natchitoches Parish, Louisiana, United States",12541.778123404745,Netherlands,us,NA
3551,"Mink, Natchitoches Parish, Louisiana, United States",12541.778123404745,Netherlands,us,NA
3552,Nederland,8482.642646220407,DR-EMC-9,nl,EU
3553,Nederland,8482.642646220407,GE-EMC-169,nl,EU
3554,Nederland,8482.642646220407,GE-EMC-195,nl,EU
3555,Nederland,8482.642646220407,GE-EMC-220,nl,EU
3556,Nederland,8482.642646220407,GE-EMC-248,nl,EU
3557,Nederland,8482.642646220407,GE-EMC-273,nl,EU
3558,Nederland,8482.642646220407,GE-EMC-298,nl,EU
3559,Nederland,8482.642646220407,NB-EMC-179,nl,EU
3560,Nederland,8482.642646220407,NB-EMC-204,nl,EU
3561,Nederland,8482.642646220407,NB-EMC-229,nl,EU
3562,Nederland,8482.642646220407,NB-EMC-254,nl,EU
3563,Nederland,8482.642646220407,NB-EMC-280,nl,EU
3564,Nederland,8482.642646220407,OV-EMC-43,nl,EU
3565,Nederland,8482.642646220407,OV-EMC-68,nl,EU
3566,Nederland,8482.642646220407,un-EMC-722,nl,EU
3567,Nederland,8482.642646220407,un-EMC-746,nl,EU
3568,Nederland,8482.642646220407,un-EMC-771,nl,EU
3569,Nederland,8482.642646220407,ZE-EMC-53,nl,EU
3570,Nederland,8482.642646220407,ZH-EMC-235,nl,EU
3571,Nederland,8482.642646220407,ZH-EMC-260,nl,EU
3572,Nederland,8482.642646220407,ZH-EMC-285,nl,EU
3573,Nederland,8482.642646220407,ZH-EMC-310,nl,EU
3574,Nederland,8482.642646220407,ZH-EMC-336,nl,EU
3575,Nederland,8482.642646220407,ZH-EMC-362,nl,EU
3576,Nederland,8482.642646220407,ZH-EMC-387,nl,EU
3577,Nederland,8482.642646220407,ZH-EMC-412,nl,EU
3578,Nederland,8482.642646220407,ZH-EMC-439,nl,EU
3579,Nederland,8482.642646220407,ZH-EMC-466,nl,EU
3580,Schweiz/Suisse/Svizzera/Svizra,8673.163560992874,BE-ETHZ-240019,ch,EU
3581,Schweiz/Suisse/Svizzera/Svizra,8673.163560992874,ZH-ETHZ-240054,ch,EU
3582,Schweiz/Suisse/Svizzera/Svizra,8673.163560992874,VS-ETHZ-240083,ch,EU
3583,Deutschland,8290.067440661527,NW-HHU-74,de,EU
3584,Brasil,17417.817813507423,SP-171,br,SA
3585,Россия,3960.8437892639636,SPE-RII-10167V,ru,EU
3586,Россия,3960.8437892639636,SPE-RII-18663V,ru,EU
3587,Россия,3960.8437892639636,SPE-RII-23386V,ru,EU
3588,United States,11406.681274993123,TX-DSHS-0193,us,NA
3589,United States,11406.681274993123,UT-08299,us,NA
3590,United States,11406.681274993123,UT-08330,us,NA
3591,United States,11406.681274993123,UT-08363,us,NA
3592,United States,11406.681274993123,UT-08389,us,NA
3593,United States,11406.681274993123,UT-08418,us,NA
3594,United States,11406.681274993123,UT-08447,us,NA
3595,United States,11406.681274993123,UT-08476,us,NA
3596,United States,11406.681274993123,UT-08506,us,NA
3597,United States,11406.681274993123,UT-08535,us,NA
3598,United States,11406.681274993123,UT-08564,us,NA
3599,United States,11406.681274993123,UT-08599,us,NA
3600,United States,11406.681274993123,UT-08633,us,NA
3601,United States,11406.681274993123,UT-08671,us,NA
3602,United States,11406.681274993123,UT-08704,us,NA
3603,Singapore,3433.7261988786736,739,sg,AS
3604,Schweiz/Suisse/Svizzera/Svizra,8673.163560992874,ZH-UZH-1000478554,ch,EU
3605,"Scotland, United Kingdom",8715.221803674902,GCVR-172EFF,gb,EU
3606,"England, United Kingdom",8867.493844177403,CAMB-7E638,gb,EU
3607,"Scotland, United Kingdom",8715.221803674902,GCVR-170E2E,gb,EU
3608,"England, United Kingdom",8867.493844177403,CAMB-1AE337,gb,EU
3609,"England, United Kingdom",8867.493844177403,CAMB-1AE74A,gb,EU
3610,"England, United Kingdom",8867.493844177403,LOND-12611E7,gb,EU
3611,"England, United Kingdom",8867.493844177403,LOND-12602B8,gb,EU
3612,"England, United Kingdom",8867.493844177403,LOND-1260E87,gb,EU
3613,"England, United Kingdom",8867.493844177403,LOND-126169D,gb,EU
3614,India,3646.652871997778,GJ-GBRC-374b,in,AS
3615,India,3646.652871997778,GJ-GBRC-391a,in,AS
3616,United States,11406.681274993123,UT-08724,us,NA
3617,United States,11406.681274993123,UT-UPHL-2008774,us,NA
3618,United States,11406.681274993123,UT-UPHL-2008805,us,NA
3619,United States,11406.681274993123,UT-UPHL-2008837,us,NA
3620,United States,11406.681274993123,MD-MDH-0153,us,NA
3621,United States,11406.681274993123,UT-UPHL-2009297,us,NA
3622,United States,11406.681274993123,UT-UPHL-2009330,us,NA
3623,United States,11406.681274993123,UT-UPHL-2009362,us,NA
3624,United States,11406.681274993123,UT-UPHL-2008864,us,NA
3625,United States,11406.681274993123,UT-UPHL-2008892,us,NA
3626,United States,11406.681274993123,UT-UPHL-2008925,us,NA
3627,United States,11406.681274993123,UT-UPHL-2009042,us,NA
3628,United States,11406.681274993123,UT-UPHL-2009073,us,NA
3629,United States,11406.681274993123,UT-UPHL-2009105,us,NA
3630,United States,11406.681274993123,UT-UPHL-2009136,us,NA
3631,United States,11406.681274993123,UT-UPHL-2009170,us,NA
3632,United States,11406.681274993123,UT-UPHL-2009198,us,NA
3633,Perú,17202.74698919419,LAL-INS-064,pe,SA
3634,United States,11406.681274993123,UT-UPHL-2009239,us,NA
3635,United States,11406.681274993123,UT-UPHL-2009275,us,NA
3636,United States,11406.681274993123,UT-UPHL-2008954,us,NA
3637,United States,11406.681274993123,UT-UPHL-2008993,us,NA
3638,United States,11406.681274993123,UT-UPHL-2009025,us,NA
3639,Éire / Ireland,9188.270223533136,KE-NVRL-71IRL94136,ie,EU
3640,Éire / Ireland,9188.270223533136,KE-NVRL-71IRL96351,ie,EU
3641,Éire / Ireland,9188.270223533136,OY-NVRL-72IRL00293,ie,EU
3642,Ecuador,16457.300332256575,USFQ-177,ec,SA
3643,Italia,8612.950944345428,FVG-ICGEB-S204,it,EU
3644,Italia,8612.950944345428,APU-UniMI-5436,it,EU
3645,United States,11406.681274993123,NY-Wadsworth-12692-01,us,NA
3646,United States,11406.681274993123,NY-Wadsworth-18637-01,us,NA
3647,United States,11406.681274993123,NY-Wadsworth-34682-01,us,NA
3648,United States,11406.681274993123,NY-Wadsworth-44557-01,us,NA
3649,United States,11406.681274993123,WA-S2715,us,NA
3650,United States,11406.681274993123,WA-S2740,us,NA
3651,United States,11406.681274993123,WA-S2765,us,NA
3652,United States,11406.681274993123,TX-DSHS-0223,us,NA
3653,United States,11406.681274993123,OR-OHSU-0474,us,NA
3654,United States,11406.681274993123,OR-OHSU-0612,us,NA
3655,United States,11406.681274993123,OR-OHSU-0649,us,NA
3656,United States,11406.681274993123,OR-OHSU-0771,us,NA
3657,United States,11406.681274993123,OR-OHSU-0879,us,NA
3658,United States,11406.681274993123,OR-OHSU-1003,us,NA
3659,United States,11406.681274993123,OR-OHSU-1103,us,NA
3660,United States,11406.681274993123,OR-OHSU-1655,us,NA
3661,United States,11406.681274993123,OR-OHSU-1753,us,NA
3662,United States,11406.681274993123,OR-OHSU-1843,us,NA
3663,United States,11406.681274993123,OR-OHSU-1917,us,NA
3664,United States,11406.681274993123,WA-OHSU-0515,us,NA
3665,Australia,6531.178473609907,NSW778,au,OC
3666,Australia,6531.178473609907,NSW803,au,OC
3667,Australia,6531.178473609907,NSW828,au,OC
3668,Australia,6531.178473609907,NSW853,au,OC
3669,Magyarország,7902.430428513634,MH-6633,hu,EU
3670,Canada,9129.4733398851,ON-UHTC_0104,ca,NA
3671,Canada,9129.4733398851,ON-UHTC_0151,ca,NA
3672,"England, United Kingdom",8867.493844177403,ALDP-97CB9C,gb,EU
3673,"England, United Kingdom",8867.493844177403,ALDP-97DE0B,gb,EU
3674,"England, United Kingdom",8867.493844177403,ALDP-981C64,gb,EU
3675,"England, United Kingdom",8867.493844177403,LIVE-A9670,gb,EU
3676,"England, United Kingdom",8867.493844177403,MILK-978310,gb,EU
3677,"England, United Kingdom",8867.493844177403,PORT-2D13C1,gb,EU
3678,"Scotland, United Kingdom",8715.221803674902,EDB1491,gb,EU
3679,"Scotland, United Kingdom",8715.221803674902,EDB4568,gb,EU
3680,"Scotland, United Kingdom",8715.221803674902,EDB6903,gb,EU
3681,"Scotland, United Kingdom",8715.221803674902,EDB7360,gb,EU
3682,United States,11406.681274993123,FL-BPHL-1073,us,NA
3683,United States,11406.681274993123,FL-BPHL-1098,us,NA
3684,United States,11406.681274993123,FL-BPHL-1123,us,NA
3685,United States,11406.681274993123,FL-BPHL-1148,us,NA
3686,United States,11406.681274993123,FL-BPHL-1173,us,NA
3687,United States,11406.681274993123,FL-BPHL-1198,us,NA
3688,"Robert Bosch Headquarter Southkorea, 신수로, 기흥구, 용인시, 16907, 대한민국",1395.6669042982999,KCDC2784,kr,AS
3689,"Robert Bosch Headquarter Southkorea, 신수로, 기흥구, 용인시, 16907, 대한민국",1395.6669042982999,KCDC2809,kr,AS
3690,United States,11406.681274993123,VA-DCLS-0468,us,NA
3691,United States,11406.681274993123,VA-DCLS-0580,us,NA
3692,United States,11406.681274993123,VA-DCLS-0609,us,NA
3693,United States,11406.681274993123,VA-DCLS-0728,us,NA
3694,United States,11406.681274993123,VA-DCLS-0760,us,NA
3695,United States,11406.681274993123,VA-DCLS-1002,us,NA
3696,United States,11406.681274993123,VA-DCLS-1043,us,NA
3697,Colombia,16194.254191570311,AMA-INS-103039-2,co,SA
3698,مصر,8119.762752998985,EGY-025,eg,AF
3699,مصر,8119.762752998985,EGY-049,eg,AF
3700,Australia,6531.178473609907,NSW2510,au,OC
3701,Australia,6531.178473609907,NSW2562,au,OC
3702,"England, United Kingdom",8867.493844177403,20178065504,gb,EU
3703,Singapore,3433.7261988786736,856,sg,AS
3704,United States,11406.681274993123,PR-B5X4,us,NA
3705,United States,11406.681274993123,CO-CSU-D0376,us,NA
3706,United States,11406.681274993123,CO-CSU-D1490-2,us,NA
3707,United States,11406.681274993123,CO-CSU-D2399-1,us,NA
3708,République démocratique du Congo,10221.898849467807,10902,cd,AF
3709,République démocratique du Congo,10221.898849467807,11677,cd,AF
3710,République démocratique du Congo,10221.898849467807,11635,cd,AF
3711,République démocratique du Congo,10221.898849467807,11572,cd,AF
3712,United States,11406.681274993123,MN-MDH-1525,us,NA
3713,United States,11406.681274993123,MN-MDH-1550,us,NA
3714,United States,11406.681274993123,AR-CDC-4226,us,NA
3715,United States,11406.681274993123,GA-CDC-6438,us,NA
3716,United States,11406.681274993123,MN-CDC-6274,us,NA
3717,United States,11406.681274993123,MN-CDC-6510,us,NA
3718,"Costarica, Teluk Tering, Batam, Kepulauan Riau, Indonesia",3450.7202880720647,INC-0072,id,AS
3719,United States,11406.681274993123,CT-Yale-348,us,NA
3720,United States,11406.681274993123,WI-UW-1185,us,NA
3721,United States,11406.681274993123,TX-DSHS-0245,us,NA
3722,United States,11406.681274993123,TX-DSHS-0279,us,NA
3723,"云南省, 中国",1359.2153721698628,KMS1,cn,AS
3724,Nigeria,10988.276099266595,OS671-CV150,ng,AF
3725,Schweiz/Suisse/Svizzera/Svizra,8673.163560992874,BL-UHB-42174724-2,ch,EU
3726,Schweiz/Suisse/Svizzera/Svizra,8673.163560992874,BL-UHB-42179323,ch,EU
3727,Schweiz/Suisse/Svizzera/Svizra,8673.163560992874,BL-UHB-42183868,ch,EU
3728,Schweiz/Suisse/Svizzera/Svizra,8673.163560992874,BS-UHB-42186169,ch,EU
3729,Schweiz/Suisse/Svizzera/Svizra,8673.163560992874,BS-UHB-42187348,ch,EU
3730,Schweiz/Suisse/Svizzera/Svizra,8673.163560992874,BS-UHB-42189582,ch,EU
3731,Schweiz/Suisse/Svizzera/Svizra,8673.163560992874,BS-UHB-42190507,ch,EU
3732,Schweiz/Suisse/Svizzera/Svizra,8673.163560992874,BS-UHB-42191430,ch,EU
3733,Schweiz/Suisse/Svizzera/Svizra,8673.163560992874,BS-UHB-42192010,ch,EU
3734,Schweiz/Suisse/Svizzera/Svizra,8673.163560992874,BL-UHB-42193250,ch,EU
3735,Schweiz/Suisse/Svizzera/Svizra,8673.163560992874,AG-UHB-42195061,ch,EU
3736,Schweiz/Suisse/Svizzera/Svizra,8673.163560992874,BS-UHB-42196052,ch,EU
3737,Schweiz/Suisse/Svizzera/Svizra,8673.163560992874,BS-UHB-42198574,ch,EU
3738,Schweiz/Suisse/Svizzera/Svizra,8673.163560992874,BL-UHB-42199737,ch,EU
3739,Schweiz/Suisse/Svizzera/Svizra,8673.163560992874,BS-UHB-42200131,ch,EU
3740,Schweiz/Suisse/Svizzera/Svizra,8673.163560992874,BS-UHB-42201474,ch,EU
3741,Schweiz/Suisse/Svizzera/Svizra,8673.163560992874,BL-UHB-42202153,ch,EU
3742,Schweiz/Suisse/Svizzera/Svizra,8673.163560992874,BS-UHB-42203163,ch,EU
3743,Schweiz/Suisse/Svizzera/Svizra,8673.163560992874,BS-UHB-42204170,ch,EU
3744,"England, United Kingdom",8867.493844177403,20164010104,gb,EU
3745,India,3646.652871997778,MH-IGIB-B2,in,AS
3746,Éire / Ireland,9188.270223533136,D-NVRL-72IRL07564,ie,EU
3747,Éire / Ireland,9188.270223533136,WD-NVRL-72IRL14394,ie,EU
3748,United States,11406.681274993123,AK-PHL1699,us,NA
3749,United States,11406.681274993123,AK-PHL779,us,NA
3750,India,3646.652871997778,TG-CDFD-C1131,in,AS
3751,India,3646.652871997778,TG-CDFD-C1845,in,AS
3752,India,3646.652871997778,TG-CDFD-C3308,in,AS
3753,India,3646.652871997778,TG-CDFD-N5246,in,AS
3754,United States,11406.681274993123,VA-DCLS-1222,us,NA
3755,United States,11406.681274993123,VA-DCLS-1073,us,NA
3756,,0.0,31B,mm,AS
3757,Malaysia,3156.712994671413,MGI-G873,my,AS
3758,"England, United Kingdom",8867.493844177403,BHRT-24B36E2,gb,EU
3759,India,3646.652871997778,TG-CCMB-GC8,in,AS
3760,India,3646.652871997778,TG-CCMB-X111,in,AS
3761,Italia,8612.950944345428,ABR-IZSGC-TE4884,it,EU
3762,Italia,8612.950944345428,LOM-IZSGC-TE35532,it,EU
3763,Italia,8612.950944345428,ABR-IZSGC-TE82840,it,EU
3764,United States,11406.681274993123,NY-Wadsworth-11460-01,us,NA
3765,United States,11406.681274993123,SC-DHEC-0546,us,NA
3766,Brasil,17417.817813507423,RJ-DCVN2,br,SA
3767,United States,11406.681274993123,LA-ALSR-0165-NBG,us,NA
3768,United States,11406.681274993123,SC-DHEC-0203,us,NA
3769,"武汉市, 一元街道, 江岸区, 湖北省, 430021, 中国",0.0,IME-WH03,cn,AS
3770,"England, United Kingdom",8867.493844177403,NORW-EE563,gb,EU
3771,"England, United Kingdom",8867.493844177403,CAMB-1B5D4E,gb,EU
3772,"England, United Kingdom",8867.493844177403,NORW-EE6BB,gb,EU
3773,"Scotland, United Kingdom",8715.221803674902,CVR3972,gb,EU
3774,"England, United Kingdom",8867.493844177403,BRIS-133D0C,gb,EU
3775,"England, United Kingdom",8867.493844177403,BIRM-60244,gb,EU
